1,CHEM 121,,,
1,CHEM 122,,,
1,CHEM 211,,,
1,CHEM 215,CHEM 217,,
2,CHEM 212,CHEM 310,CHEM 330,CHEM 360
1,MATH 101,,,
1,MATH 102,,,
1,MATH 211,,,
1,MATH 212,,,
1,MATH 381,CAAM 336,,
1,PHYS 101,PHYS 111,,
1,PHYS 102,PHYS 112,,
1,CHBE 301,,,
1,CHBE 303,,,
1,CHBE 305,,,
1,CHBE 310,,,
1,CHBE 343,,,
1,CHBE 390,,,
1,CHBE 401,,,
1,CHBE 402,,,
1,CHBE 403,,,
1,CHBE 404,,,
1,CHBE 411,,,
1,CHBE 412,,,
1,CHBE 443,,,
1,CHBE 470,,,
