1,CHEM 1100,
1,ENGR 1100,
1,ENGR 1300,
1,MATH 1010,
1,BIOL 1010,
1,ENGR 1200,
1,MATH 1020,
1,PHYS 1100,
1,CHEM 2250,
1,CHME 2010,
1,CSCI 1190,
1,MATH 2400,
1,PHYS 1200,
1,CHME 2260,
1,CHME 2020,
1,ENGR 2600,
1,CHEM 4530,
1,CHME 4010,
1,CHEM 4420,
1,CHME 4020,
1,CHME 4030,
1,CHME 4040,
1,CHME 4500,
1,CHME 4050,
1,ENGR 4010,
1,CHME 4160,CHME 4170
1,STSS 4840,PSYC 4170
